5.190875E0	-1.207560E0	8.452114E-2
4.919456E0	-1.207556E0	8.445581E-2
5.292656E0	-1.207534E0	8.451620E-2
4.953384E0	-1.207525E0	8.447746E-2
5.326584E0	-1.207514E0	8.452204E-2
4.987311E0	-1.207510E0	8.449238E-2
5.530147E0	-1.207503E0	8.452101E-2
5.021238E0	-1.207502E0	8.449986E-2
5.462293E0	-1.207501E0	8.451602E-2
4.885529E0	-1.207468E0	8.451646E-2
5.156947E0	-1.207431E0	8.459261E-2
5.123020E0	-1.207430E0	8.455773E-2
4.851602E0	-1.207430E0	8.456316E-2
5.089093E0	-1.207429E0	8.456135E-2
5.055165E0	-1.207426E0	8.455080E-2
5.258729E0	-1.207423E0	8.459824E-2
5.564075E0	-1.207421E0	8.457813E-2
5.428366E0	-1.207408E0	8.457378E-2
5.224802E0	-1.207401E0	8.462507E-2
5.394438E0	-1.207382E0	8.458956E-2
5.598002E0	-1.207375E0	8.461321E-2
5.360511E0	-1.207351E0	8.462599E-2
5.496220E0	-1.207348E0	8.463985E-2
5.631929E0	-1.207307E0	8.466357E-2
4.817674E0	-1.168888E0	9.679090E-2
4.783747E0	-1.138481E0	9.937887E-2
4.749820E0	-1.098430E0	8.446227E-2
4.715893E0	-1.068755E0	8.540167E-2
4.681965E0	-1.042350E0	8.621607E-2
4.648038E0	-1.015705E0	8.864206E-2
4.614111E0	-9.829333E-1	9.519909E-2
4.580183E0	-9.568675E-1	9.771393E-2
4.546256E0	-9.238792E-1	1.078538E-1
4.512329E0	-8.968418E-1	1.112639E-1
4.478402E0	-8.691037E-1	1.133182E-1
4.444474E0	-8.464925E-1	1.170296E-1
4.410547E0	-8.214787E-1	1.192231E-1
4.105201E0	-5.490027E-1	1.718840E-1
4.173056E0	-5.412018E-1	2.395701E-1
4.071274E0	-5.316906E-1	1.734282E-1
4.037347E0	-5.086370E-1	1.766944E-1
4.003420E0	-4.861712E-1	1.815986E-1
3.969492E0	-4.622643E-1	1.865629E-1
3.935565E0	-4.371175E-1	1.925938E-1
3.901638E0	-4.162117E-1	1.962401E-1
3.833783E0	-4.043725E-1	1.673310E-1
3.867710E0	-4.009178E-1	1.978362E-1
3.799856E0	-3.797109E-1	1.755414E-1
3.630219E0	-2.969845E-1	2.311030E-1
3.664147E0	-2.969804E-1	2.314106E-1
3.528438E0	-2.905881E-1	2.368151E-1
3.494510E0	-2.783486E-1	2.340814E-1
3.460583E0	-2.623292E-1	2.249468E-1
3.426656E0	-2.438011E-1	2.239343E-1
3.392728E0	-2.355664E-1	2.234843E-1
3.324874E0	-2.147546E-1	2.264767E-1
3.358801E0	-2.146262E-1	2.263219E-1
3.290947E0	-1.919967E-1	2.272979E-1
3.257019E0	-1.840892E-1	2.096194E-1
3.189165E0	-1.816696E-1	1.895668E-1
3.155237E0	-1.812928E-1	1.826642E-1
3.223092E0	-1.738108E-1	1.988638E-1
3.121310E0	-1.700924E-1	1.740690E-1
3.087383E0	-1.618067E-1	1.608694E-1
3.053456E0	-1.522499E-1	1.478145E-1
3.019528E0	-1.384701E-1	1.409868E-1
2.985601E0	-1.291228E-1	1.309452E-1
2.951674E0	-1.237223E-1	1.167451E-1
2.917746E0	-1.117264E-1	1.075662E-1
2.883819E0	-9.974741E-2	9.892115E-2
2.849892E0	-8.802803E-2	8.946798E-2
2.815965E0	-8.363214E-2	6.386009E-2
2.782037E0	-7.063936E-2	5.002168E-2
2.714183E0	-5.867788E-2	-5.626398E-2
2.748110E0	-5.472974E-2	3.579630E-2
2.680255E0	-3.483910E-2	1.180027E-2
2.646328E0	-3.205054E-2	-1.283663E-2
2.612401E0	-1.796559E-2	1.130584E-2
2.714183E-1	-9.359658E-3	-2.013676E-2
3.053456E-1	-9.177133E-3	-1.991626E-2
3.392728E-1	-8.884231E-3	-1.958858E-2
3.732001E-1	-8.592288E-3	-1.919500E-2
4.071274E-1	-8.323550E-3	-1.893971E-2
4.410547E-1	-8.153149E-3	-1.841858E-2
4.749820E-1	-7.646744E-3	-1.820311E-2
5.089093E-1	-7.305426E-3	-1.799572E-2
5.428366E-1	-7.070631E-3	-1.783901E-2
1.323164E0	-7.030381E-3	-1.300132E-2
1.357091E0	-6.957188E-3	-1.267423E-2
5.767638E-1	-6.894080E-3	-1.767721E-2
1.391019E0	-6.853506E-3	-1.198901E-2
1.289237E0	-6.811469E-3	-1.306509E-2
6.106911E-1	-6.786104E-3	-1.761204E-2
1.424946E0	-6.755911E-3	-1.152560E-2
1.492801E0	-6.737489E-3	-1.082334E-2
6.446184E-1	-6.698402E-3	-1.744289E-2
1.526728E0	-6.689518E-3	-1.020864E-2
1.458873E0	-6.673798E-3	-1.111806E-2
1.255310E0	-6.656437E-3	-1.315827E-2
1.662437E0	-6.616042E-3	-8.638062E-3
6.785457E-1	-6.614320E-3	-1.755812E-2
7.124730E-1	-6.560708E-3	-1.715994E-2
1.560655E0	-6.550720E-3	-9.618696E-3
1.221382E0	-6.540718E-3	-1.345614E-2
7.464003E-1	-6.536591E-3	-1.671148E-2
7.803275E-1	-6.520818E-3	-1.635506E-2
1.594582E0	-6.514195E-3	-9.150208E-3
8.142548E-1	-6.466446E-3	-1.607696E-2
1.628510E0	-6.459422E-3	-8.955582E-3
8.481821E-1	-6.433913E-3	-1.586971E-2
1.696364E0	-6.419148E-3	-7.633140E-3
1.187455E0	-6.402494E-3	-1.319809E-2
1.764219E0	-6.394440E-3	-6.714818E-3
9.838913E-1	-6.383092E-3	-1.500642E-2
1.798146E0	-6.346156E-3	-6.261754E-3
1.153528E0	-6.315861E-3	-1.326327E-2
1.017819E0	-6.315715E-3	-1.437032E-2
1.051746E0	-6.283135E-3	-1.392539E-2
1.730292E0	-6.275998E-3	-6.888497E-3
1.085673E0	-6.259921E-3	-1.363196E-2
1.119600E0	-6.258246E-3	-1.329419E-2
9.160367E-1	-6.219417E-3	-1.545365E-2
9.499640E-1	-6.145440E-3	-1.524645E-2
1.832073E0	-6.142015E-3	-5.733884E-3
8.821094E-1	-6.101502E-3	-1.561427E-2
1.933855E0	-6.036032E-3	-4.670484E-3
1.866001E0	-6.009794E-3	-5.322972E-3
1.899928E0	-5.876283E-3	-5.042773E-3
1.967783E0	-5.594365E-3	-3.855648E-3
2.035637E0	-5.501049E-3	1.268954E-2
2.578474E0	-5.501049E-3	1.268954E-2
2.001710E0	-5.218788E-3	-3.723454E-3
2.137419E0	-5.015112E-3	1.406771E-2
2.103492E0	-4.867642E-3	1.409724E-2
2.069564E0	-4.852535E-3	1.326303E-2
2.171346E0	-4.648924E-3	1.458987E-2
2.205274E0	-4.571921E-3	1.450592E-2
2.239201E0	-4.365771E-3	1.556248E-2
2.273128E0	-4.126406E-3	1.636746E-2
2.307055E0	-3.497232E-3	1.722284E-2
2.510619E0	-3.442374E-3	1.257704E-2
2.340983E0	-3.280806E-3	1.742819E-2
2.544546E0	-3.076030E-3	1.304030E-2
2.374910E0	-2.882182E-3	1.610024E-2
2.408837E0	-2.856271E-3	1.855339E-2
2.442764E0	-2.662434E-3	1.935922E-2
